...1,id,reference,description,intern_A,intern_B,verdict
2366,2366,2021-32,"On 13 February, five robbers boarded a container ship under pilotage in the Magdalena River Passage near position 11:01N �?? 074:4E. The alarm was raised and the crew mustered inside the accommodation area. The pilot notified port authorities. The robbers made their escape with stolen items of ship's property after seeing the alerted crew. The container vessel was requested to anchor in order to allow the coast guard to board and conduct an investigation.",exclude,keep,
2367,2367,2021-93,"On 21 April, a tanker reported a suspicious approach by a small vessel approximately 202 NM southwest of Brass Port, near position 01:10 N — 004:57E at 12:05 local time.",exclude,keep,
2369,2369,2022-230,"YEMEN: On 21 November at 1212 UTC, a single point mooring was struck by a missile/rocket while a vessel was engaged in loading operations at Ash Shihr terminal, near position 14-44N 049-30E. The name of the vessel has not been released, but it departed the terminal unharmed and no crew members were injured. According to press reporting, two workers suggested that the projectile was fired from a drone. The workers also indicated that Panama-flagged tanker PRATIKA had entered the terminal to load a shipment of crude oil, but left following the attack.",exclude,keep,
2371,2371,2021-94,"On 21 April, MDAT-GoG reported that a suspicious vessel was sighted 165 NM south of Lagos, near position 03:41 N — 003:33E at 09:39 local time. Naval assets in the area reported that one small boat with eight persons and ladders onboard is suspected of being involved in piracy operations.",exclude,keep,
2377,2377,2022-15,"OMAN: On 11 January, at 0948 local time, an underway tanker reported a suspicious approach by eight, white-hulled, unknown crafts, approximately 70 NM east of Muscat, near position 23-51N 059-47E. The vessel and crew were reported safe and have continued their voyage.",exclude,keep,
2382,2382,2020-4,"VEN ARMED PERSONS IN TWO PUMP BOATS, WEARING CAMOUFLAGE UNIFORMS AND MASKS, APPROACHED TWO FISHING VESSELS. THE PERSONS BOARDED THE FISHING VESSELS, HELD THE CREW AT GUNPOINT AND TOOK THEIR PERSONAL EFFECTS, PHONES AND DOCUMENTATION. BEFORE LEAVING THE ARMED PERSONS KIDNAPPED THREE CREW MEMBERS FROM ONE FISHING VESSEL AND HEADED TO TAWI-TAWI ISLANDS.",keep,exclude,
2389,2389,2021-239,"SAO TOME and PRINCIPE: On 26 September, a bulk carrier reported a suspicious approach approximately 32 NM northeast of Sao Tome, near position 00-51N 006-59E. The vessel was approached by one skiff, approximately 12 meters long with a blue and white hull. The bulk carrier carried out evasive maneuvers and increased speed. The suspicious vessel stopped its approach after thirty minutes. A Gabonese Navy vessel then escorted the vessel to safety.",keep,exclude,
2400,2400,2022-78,"UKRAINE: (Update) On 3 March, the Bangladesh-flagged bulk carrier BANGLAR SAMRIDDHI was abandoned at Olvia Anchorage, Mykolaiv port area. Missiles struck the ship on 2 March, which caused a fire onboard and inflicted serious damage to the vessel’s bridge and accommodations. One of the 29 crew members died during the attack. The remaining 28 crew members abandoned ship and were ferried from the anchorage area to a safer location. According to the latest press reports on 6 March, the 28 crew members made it to Romania and their repatriation to Bangladesh was being arranged by the Bangladesh embassy in Bucharest.",exclude,keep,
2402,2402,2020-65,"A duty officer onboard a bulk carrier Near Agadir, Morocco Silos Terminal, saw four unauthorized persons onboard the vessel.  Alarm was raised and crew was mustered.  Seeing he alerted crew, the persons escaped.  Nothing reported stolen.",exclude,keep,
2411,2411,2022-94,"NIGERIA: On 19 March, at 0445 local time, robbers boarded a bulk carrier berthed in port of Lagos. The duty crew member discovered that the lock on the forecastle store was breached. The robbers escaped with an undetermined amount of paints. The investigation revealed that the robbers cut the anti-boarding razor wire on the vessel's waterside to board and escape the vessel.",keep,exclude,
2418,2418,2021-294,"HAITI: On 10 December, at 2008 local time, three armed robbers were able to board a bulk carrier using a hook attached to a bamboo pole while berthed in Port Au Prince, near position 18-34N 072-20W. The robbers lowered mooring rope to a small boat alongside the ship with one robber onboard. When the robbers saw a crew member, they pointed a gun at him; the crew member reported the boarding over his radio and another crew member came to assist, but was also threatened with a gun. The captain sounded the alarm and contacted port authorities. Three armed port security guards arrived on the scene, and the robbers jumped overboard while under fire. No crew member was reported injured during this incident.",exclude,keep,
2420,2420,2022-10,"YEMEN: On 3 January, at 0050 local time, it was reported that the United Arab Emirates-flagged landing craft RWABEE was attacked, seized, and held allegedly by Yemeni Houthi militia, approximately 23 NM west of Ras Isa, near position 15-13N 042-12E. A Saudi-led coalition is negotiating for the release of the vessel.",exclude,keep,
2422,2422,2022-32,"NIGERIA: On 17 January, an underway passenger boat with 17 people onboard was hijacked and kidnapped by pirates while on transit from Safe Journey Beach in Calabar, Cross River State, to Oron Beach in Akwa Ibom State waterways, near position 04-55N 008-17E. According to press reports, eight armed pirates intercepted the boat with 16 passengers and one skipper onboard, comprised of 10 men and seven women, and took them to an undisclosed camp. On 19 January, the pirates released five of the hostages: a four-year-old child, a wounded man, a pregnant woman, an elderly woman, and the boat skipper. They were dropped off in Akpabuyo, Cross River State and were taken into custody by the local authorities. Twelve of the hostages remained in the camp.",keep,exclude,
2433,2433,2021-242,"NIGERIA: On 4 October, gunmen kidnapped two policemen from the Andoni Local Government Area of Rivers State. The victims were reportedly abducted from a passenger boat they had boarded at Ngo.",exclude,keep,
2435,2435,2020-187,"On 18 April at 0850LT, armed men attacked a passenger boat while underway in Bayelsa State along Okoroma Creek in the Niger Delta. The attackers injured one passenger, but the other passengers and boat driver managed to escape. Authorities rescued the injured passenger approximately 45 minutes later and took him to a hospital in Yenagoa with two gunshot wounds.",exclude,keep,
2436,2436,2022-75,"UKRAINE: On 25 February, the Panama-flagged bulk carrier NAMURA QUEEN was hit by a rocket while in the anchorage area of Yuzhniy port. According to press reports, the vessel was on its way to the port when its superstructure was hit inflicting serious damages and causing a fire onboard. The crew members immediately extinguished the fire. At least two crew members suffered minor injuries but all were reported safe.",keep,exclude,
2441,2441,2022-152,"NIGERIA: On 14 June, an unknown number of pirates intercepted and boarded a passenger boat with 15 persons onboard while traveling along waterways in the Brass Local Government Area of Bayelsa State, near position 04-27N 006-21E. Eight passengers were reported kidnapped while six passengers and the boat’s skipper were left near the site of the incident, and were later rescued by the Marine Police.",exclude,keep,
2444,2444,2020-299,"On 21 September, Somalia pirates freed the last three of the 3,639 hostages held in captivity over the past five years. The three had been working on an Iranian fishing vessel SIRAJ, when it was hijacked off The coast of Hobyo, Somalia in March 2015. They are now undergoing medical check-ups, including tests for COVID- 19, and will be on their way home after the clinical procedures.",exclude,keep,
2459,2459,2022-154,"INDONESIA: On 11 May, at 0400 local time, three robbers approached the Indonesia-flagged tugboat LEGASEA 1 underway on the Kapuas River, West Kalimantan, near position 00-03N 109-09E. According to press reports, the three perpetrators were following the tugboat onboard a canoe. When the canoe came close to the tugboat astern, the tugboat crew threw pieces of wood at the perpetrators to keep them away. The perpetrators, reportedly armed with airsoft guns, retaliated by firing their weapons three times, hitting one of the crewmembers in the right arm. The crew then retreated inside the tugboat accommodation and sounded the alarm, after which the perpetrators departed. The incident was reported to the local authorities, and the local police conducted an investigation onboard.",keep,exclude,
2462,2462,2022-173,"MEXICO: On 28 June, at 2245 local time, an unknown number of robbers boarded two PEMEX platforms, the AKAL CHARLY and the AKAL BRAVO NOVA, located in the Cantarell complex in the Bay of Campeche, approximately 45 NM northwest of Ciudad del Carmen. According to press reports, the robbers arrived at the offshore pumping complex onboard a motorized boat and fired several shots before boarding. The workers onboard sheltered in place while the robbers were onboard. The perpetrators stole equipment, tools, cables, and other items valued at several million Mexican pesos.",exclude,keep,
